Département (Champ géographique),Code Commune (Champ géographique),Nom Commune (Champ géographique),Section (Références cadastrales),Bâtiment (Identification du local),N° voirie (Adresse du local),Indice de répétition (Adresse du local),Nature voie (Adresse du local),Nom voie (Adresse du local),N° MAJIC (Propriétaire(s) du local),N° SIREN (Propriétaire(s) du local),Forme juridique (Propriétaire(s) du local),Forme juridique abrégée (Propriétaire(s) du local),Dénomination (Propriétaire(s) du local),Adresse
59,350,LILLE,AM,A,1.0,,RUE,DE LA MADELEINE,PBB2XM,455502310,5710,SAS,GFF FLANDRES,1 RUE DE LA MADELEINE
59,350,LILLE,AM,B,1.0,B,RUE,DE LA MADELEINE,PBHVBM,533707840,6540,SCI,SCI HAZTEAM,1 RUE DE LA MADELEINE
59,350,LILLE,AM,A,3.0,,RUE,DE LA MADELEINE,PBFP7L,548800382,5699,SA,SOCIETE IMMOBILIERE GRAND HAINAUT,3 RUE DE LA MADELEINE
59,350,LILLE,AM,A,3.0,B,RUE,DE LA MADELEINE,PBFP7L,548800382,5699,SA,SOCIETE IMMOBILIERE GRAND HAINAUT,3 RUE DE LA MADELEINE
59,350,LILLE,AM,A,7.0,B,RUE,DELCROIX,PBJ77Z,834600066,6540,SCI,FARAH,7 RUE DELCROIX
59,350,LILLE,AM,A,20.0,,RUE,DE LA MADELEINE,PBH99P,404745606,5660,SA,SOLIHA BATISSEURS DE LOGEMENTS DINSERTION HAUTS DE FRANCE,20 RUE DE LA MADELEINE
59,350,LILLE,AM,A,20.0,,RUE,DE LA MADELEINE,PBH6JK,319870929,9220,ASS,SOLIHA-SOLIDAIRES POUR L HABITAT-METROPOLE NORD,20 RUE DE LA MADELEINE
59,350,LILLE,AM,A,9.0,,RUE,DELCROIX,PBB5HS,U21059113,6540,SCI,SCI CARDHEL,9 RUE DELCROIX
59,350,LILLE,AM,PK,9.0,,RUE,DELCROIX,PBB5HS,U21059113,6540,SCI,SCI CARDHEL,9 RUE DELCROIX
59,350,LILLE,AM,A,22.0,,RUE,DE LA MADELEINE,PBH99P,404745606,5660,SA,SOLIHA BATISSEURS DE LOGEMENTS DINSERTION HAUTS DE FRANCE,22 RUE DE LA MADELEINE
59,350,LILLE,AM,A,22.0,,RUE,DE LA MADELEINE,PBH6JK,319870929,9220,ASS,SOLIHA-SOLIDAIRES POUR L HABITAT-METROPOLE NORD,22 RUE DE LA MADELEINE
59,350,LILLE,AM,A,34.0,,RUE,DE LA MADELEINE,PBKKRX,U28994884,5306,SCOM,LE CLOS DE LA MADELEINE,34 RUE DE LA MADELEINE
59,350,LILLE,AM,A,20.0,,RUE,DELCROIX,PBKKRX,U28994884,5306,SCOM,LE CLOS DE LA MADELEINE,20 RUE DELCROIX
59,350,LILLE,AM,A,2.0,,CITE,BAUDUIN R DE LA MADELEINE,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,2 CITE BAUDUIN R DE LA MADELEINE
59,350,LILLE,AM,A,4.0,,CITE,BAUDUIN R DE LA MADELEINE,PBCVVK,413782509,4140,EPIC,LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI,4 CITE BAUDUIN R DE LA MADELEINE
59,350,LILLE,AM,A,92.0,,RUE,DE LA MADELEINE,PBJDS8,801283961,6540,SCI,SCI DES OISEAUX,92 RUE DE LA MADELEINE
59,350,LILLE,AM,A,7.0,,RUE,DES VICAIRES,PBB75N,403402381,6540,SCI,SLICE IMMOBILIER,7 RUE DES VICAIRES
59,350,LILLE,AM,A,5.0,,RUE,DES VICAIRES,PBHQLM,515028348,6521,SCPI,RENOVALOR 2,5 RUE DES VICAIRES
59,350,LILLE,AM,PK,41.0,B,RUE,DE LA MADELEINE,PBCRP7,U21597639,5499,SARL,ADEL 2000,41 RUE DE LA MADELEINE
59,350,LILLE,AM,A,159.0,,RUE,DU FBG DE ROUBAIX,PBCCW3,428858930,6540,SCI,TRANER,159 RUE DU FBG DE ROUBAIX
59,350,LILLE,AM,A,4.0,B,RUE,DELCROIX,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,4 RUE DELCROIX
59,350,LILLE,AM,B,12.0,,RUE,DELCROIX,P9MBBC,444608442,5699,SA,ENEDIS,12 RUE DELCROIX
59,350,LILLE,AM,B,12.0,,RUE,DELCROIX,P998MW,444608442,5699,SA,ENEDIS,12 RUE DELCROIX
59,350,LILLE,AM,E,6.0,,RUE,DELCROIX,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,6 RUE DELCROIX
59,350,LILLE,AM,E,8.0,,RUE,DELCROIX,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,8 RUE DELCROIX
59,350,LILLE,AM,E,10.0,,RUE,DELCROIX,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,10 RUE DELCROIX
59,350,LILLE,AM,E,12.0,,RUE,DELCROIX,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,12 RUE DELCROIX
59,350,LILLE,AM,E,14.0,,RUE,DELCROIX,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,14 RUE DELCROIX
59,350,LILLE,AM,E,16.0,,RUE,DELCROIX,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,16 RUE DELCROIX
59,350,LILLE,AM,A,135.0,B,RUE,DU FBG DE ROUBAIX,PBB75X,403815327,6540,SCI,DU PARC,135 RUE DU FBG DE ROUBAIX
59,350,LILLE,AM,PK,135.0,B,RUE,DU FBG DE ROUBAIX,PBB75X,403815327,6540,SCI,DU PARC,135 RUE DU FBG DE ROUBAIX
59,350,LILLE,AM,PK,45.0,,RUE,DE LA MADELEINE,PBCJ9Z,450076526,6540,SCI,SCI ESPERANCE M B,45 RUE DE LA MADELEINE
59,350,LILLE,AM,A,173.0,,RUE,DU FBG DE ROUBAIX,PBJQZ9,818035396,6540,SCI,SAINT MAURICE,173 RUE DU FBG DE ROUBAIX
59,350,LILLE,AM,C,1.0,,RUE,DE LA LOUVIERE,PBBGB8,434228607,6540,SCI,RESIDENCES DU NORD,1 RUE DE LA LOUVIERE
59,350,LILLE,AM,01,49.0,B,RUE,DE LA LOUVIERE,PBH5VT,493350169,6540,SCI,GROPITOU,49 RUE DE LA LOUVIERE
59,350,LILLE,AM,01,49.0,B,RUE,DE LA LOUVIERE,PBH2JG,752077321,6540,SCI,SCI PG,49 RUE DE LA LOUVIERE
59,350,LILLE,AM,02,49.0,B,RUE,DE LA LOUVIERE,PBCL7R,480888056,6540,SCI,EMG,49 RUE DE LA LOUVIERE
59,350,LILLE,AM,B,45.0,,RUE,DE LA LOUVIERE,PBH2JG,752077321,6540,SCI,SCI PG,45 RUE DE LA LOUVIERE
59,350,LILLE,AM,C,47.0,,RUE,DE LA LOUVIERE,PBCL7R,480888056,6540,SCI,EMG,47 RUE DE LA LOUVIERE
59,350,LILLE,AM,A,47.0,,RUE,DE LA MADELEINE,PBCJ9Z,450076526,6540,SCI,SCI ESPERANCE M B,47 RUE DE LA MADELEINE
59,350,LILLE,AN,A,32.0,B,RUE,DU BALLON,PBJLCZ,313790453,6540,SCI,SCI VENDOME FLANDRE,32 RUE DU BALLON
59,350,LILLE,AN,A,36.0,,RUE,DU BALLON,PBBZNF,783691132,6540,SCI,LE DIEU DE MARCQ,36 RUE DU BALLON
59,350,LILLE,AN,A,64.0,,RUE,DU BALLON,PBJG8T,804330678,6540,SCI,SCI JAC,64 RUE DU BALLON
59,350,LILLE,AN,A,85.0,,RUE,DE LA LOUVIERE,PBJQHD,811628593,6540,SCI,85 LOUVIERE,85 RUE DE LA LOUVIERE
59,350,LILLE,AN,A,71.0,,RUE,DE LA LOUVIERE,PBBX59,471502518,5599,SA,HOPITAL PRIVE LA LOUVIERE,71 RUE DE LA LOUVIERE
59,350,LILLE,AN,A,55.0,,RUE,DE LA LOUVIERE,PBHH9C,389073115,6540,SCI,SCI DES PLACES,55 RUE DE LA LOUVIERE
59,350,LILLE,AN,A,51.0,,RUE,DE LA LOUVIERE,PBKGW3,422588335,6540,SCI,3 A,51 RUE DE LA LOUVIERE
59,350,LILLE,AN,A,6.0,,RUE,DES VICAIRES,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,6 RUE DES VICAIRES
59,350,LILLE,AN,A,30.0,,RUE,DES VICAIRES,PBBZNF,783691132,6540,SCI,LE DIEU DE MARCQ,30 RUE DES VICAIRES
59,350,LILLE,AN,A,144.0,,RUE,DE LA MADELEINE,PBBX59,471502518,5599,SA,HOPITAL PRIVE LA LOUVIERE,144 RUE DE LA MADELEINE
59,350,LILLE,AN,A,57.0,,RUE,DE LA LOUVIERE,PBBXZQ,U20993800,9900,,SYNDICAT DES MISSIONNAIRES DU ST ESPRIT,57 RUE DE LA LOUVIERE
59,350,LILLE,AN,A,18.0,,RUE,DES VICAIRES,PBCH3J,447871633,6540,SCI,DES VICAIRES,18 RUE DES VICAIRES
59,350,LILLE,AN,A,114.0,,RUE,DE LA MADELEINE,PBBZNF,783691132,6540,SCI,LE DIEU DE MARCQ,114 RUE DE LA MADELEINE
59,350,LILLE,AN,A,38.0,,RUE,DU BALLON,PBBX26,U20997003,5599,SA,CLINIQUE DE LA LOUVIERE,38 RUE DU BALLON
59,350,LILLE,AN,A,116.0,,RUE,DE LA MADELEINE,PBJLCZ,313790453,6540,SCI,SCI VENDOME FLANDRE,116 RUE DE LA MADELEINE
59,350,LILLE,AN,A,118.0,,RUE,DE LA MADELEINE,PBJLCZ,313790453,6540,SCI,SCI VENDOME FLANDRE,118 RUE DE LA MADELEINE
59,350,LILLE,AN,A,120.0,,RUE,DE LA MADELEINE,PBJLCZ,313790453,6540,SCI,SCI VENDOME FLANDRE,120 RUE DE LA MADELEINE
59,350,LILLE,AN,A,114.0,B,RUE,DE LA MADELEINE,PBJLCZ,313790453,6540,SCI,SCI VENDOME FLANDRE,114 RUE DE LA MADELEINE
59,350,LILLE,AN,A,24.0,,RUE,DU BALLON,PBBZNF,783691132,6540,SCI,LE DIEU DE MARCQ,24 RUE DU BALLON
59,350,LILLE,AN,A,24.0,,RUE,DU BALLON,PBHRWF,334170974,5599,SA,CLIMAL,24 RUE DU BALLON
59,350,LILLE,AN,A,69.0,,RUE,DE LA LOUVIERE,PBBZNF,783691132,6540,SCI,LE DIEU DE MARCQ,69 RUE DE LA LOUVIERE
59,350,LILLE,AN,A,26.0,,RUE,DU BALLON,PBBZNF,783691132,6540,SCI,LE DIEU DE MARCQ,26 RUE DU BALLON
59,350,LILLE,AN,A,28.0,B,RUE,DES VICAIRES,PBBZNF,783691132,6540,SCI,LE DIEU DE MARCQ,28 RUE DES VICAIRES
59,350,LILLE,AN,B,28.0,,RUE,DES VICAIRES,PBBZNF,783691132,6540,SCI,LE DIEU DE MARCQ,28 RUE DES VICAIRES
59,350,LILLE,AN,B,20.0,,RUE,DU BALLON,PBJLCZ,313790453,6540,SCI,SCI VENDOME FLANDRE,20 RUE DU BALLON
59,350,LILLE,AO,A,22.0,,AVENUE,EMILE ZOLA,PBJQHG,388965972,5599,SA,PROCIVIS SERVICES,22 AVENUE EMILE ZOLA
59,350,LILLE,AO,A,22.0,,AVENUE,EMILE ZOLA,PBCC5P,431304153,6540,SCI,HB INVESTISSEMENTS,22 AVENUE EMILE ZOLA
59,350,LILLE,AO,A,30.0,,AVENUE,EMILE ZOLA,PBHQBQ,423565118,6540,SCI,VERA,30 AVENUE EMILE ZOLA
59,350,LILLE,AO,A,34.0,,AVENUE,EMILE ZOLA,P99984,456504851,5599,SA,CREDIT DU NORD,34 AVENUE EMILE ZOLA
59,350,LILLE,AO,A,34.0,B,AVENUE,EMILE ZOLA,PBKFZ8,849189725,6540,SCI,SCI ALCIB,34 AVENUE EMILE ZOLA
59,350,LILLE,AO,A,34.0,B,AVENUE,EMILE ZOLA,PBB5CT,383462843,6540,SCI,C D P,34 AVENUE EMILE ZOLA
59,350,LILLE,AO,A,34.0,B,AVENUE,EMILE ZOLA,PBB4PK,U21033187,6540,SCI,SCI COCOTIER,34 AVENUE EMILE ZOLA
59,350,LILLE,AO,B,16.0,,AVENUE,SALOMON,PBCGQC,401742887,9110,SYCO,SYND COPROP RESIDENCE MONCEAU,16 AVENUE SALOMON
59,350,LILLE,AO,A,23.0,,RUE,DU BUISSON,PBKJ7N,877851634,6540,SCI,MAJO,23 RUE DU BUISSON
59,350,LILLE,AO,A,25.0,,RUE,DU BUISSON,PBKJ7N,877851634,6540,SCI,MAJO,25 RUE DU BUISSON
59,350,LILLE,AO,A,6.0,,AVENUE,SALOMON,PBCC24,389443185,6540,SCI,SCI DU CHEMIN RURAL,6 AVENUE SALOMON
59,350,LILLE,AO,A,19.0,,RUE,DU BUISSON,PBH842,475680815,5699,SA,VILOGIA SOCIETE ANONYME DHLM,19 RUE DU BUISSON
59,350,LILLE,AO,A,2.0,,AVENUE,SALOMON,PBCC24,389443185,6540,SCI,SCI DU CHEMIN RURAL,2 AVENUE SALOMON
59,350,LILLE,AO,B,2.0,,AVENUE,SALOMON,PBCC24,389443185,6540,SCI,SCI DU CHEMIN RURAL,2 AVENUE SALOMON
59,350,LILLE,AO,C,2.0,,AVENUE,SALOMON,PBCC24,389443185,6540,SCI,SCI DU CHEMIN RURAL,2 AVENUE SALOMON
59,350,LILLE,AO,C,3.0,,AVENUE,SALOMON,PBHJPW,519125017,6540,SCI,SCI AM PASSAGE,3 AVENUE SALOMON
59,350,LILLE,AO,A,7.0,,AVENUE,SALOMON,PBBVGV,442351680,9220,ASS,CTRE CULTUREL DE LAVENUE SALOMON,7 AVENUE SALOMON
59,350,LILLE,AO,A,5.0,,AVENUE,SALOMON,PBBVGV,442351680,9220,ASS,CTRE CULTUREL DE LAVENUE SALOMON,5 AVENUE SALOMON
59,350,LILLE,AO,A,265.0,,RUE,DU BALLON,PBHJMQ,519610802,6540,SCI,KUKLIN,265 RUE DU BALLON
59,350,LILLE,AO,A,420.0,,AVENUE,DU PARC MONCEAU,P9MBBC,444608442,5699,SA,ENEDIS,420 AVENUE DU PARC MONCEAU
59,350,LILLE,AO,A,420.0,,AVENUE,DU PARC MONCEAU,P998MW,444608442,5699,SA,ENEDIS,420 AVENUE DU PARC MONCEAU
59,350,LILLE,AO,A,189.0,,AVENUE,DU PARC MONCEAU,PBCNRG,485330732,6599,SC,SOCIETE CIVILE DU PARC MONCEAU 2006,189 AVENUE DU PARC MONCEAU
59,350,LILLE,AO,A,181.0,,AVENUE,DU PARC MONCEAU,PBCNRG,485330732,6599,SC,SOCIETE CIVILE DU PARC MONCEAU 2006,181 AVENUE DU PARC MONCEAU
59,350,LILLE,AO,A,36.0,,AVENUE,EMILE ZOLA,PBJHGJ,803618438,6540,SCI,LESCO,36 AVENUE EMILE ZOLA
59,350,LILLE,AO,A,27.0,,RUE,DU BUISSON,PBH5VQ,790321848,6540,SCI,SCI PLATEAU REEDUCATIF LUYSCH,27 RUE DU BUISSON
59,350,LILLE,AO,A,8.0,,AVENUE,EMILE ZOLA,PBB6LZ,387813850,6540,SCI,DE L ARCHE,8 AVENUE EMILE ZOLA
59,350,LILLE,AO,A,8.0,,AVENUE,EMILE ZOLA,PBBVDC,U21019755,9900,,ASS HOPITAL ECOLE DE LILLE,8 AVENUE EMILE ZOLA
59,350,LILLE,AO,A,4.0,,AVENUE,EMILE ZOLA,PBHD3L,508489770,6599,SC,SCI HPM AMBROISE PARE,4 AVENUE EMILE ZOLA
59,350,LILLE,AO,A,7.0,,RUE,DU BUISSON,P9MBFG,383000692,5699,SA,CAISSE DEPARGNE ET DE PREVOYANCE HAUTS DE FRANCE,7 RUE DU BUISSON
59,350,LILLE,AO,B,9.0,,RUE,DU BUISSON,P9MBFG,383000692,5699,SA,CAISSE DEPARGNE ET DE PREVOYANCE HAUTS DE FRANCE,9 RUE DU BUISSON
59,350,LILLE,AO,A,20.0,,AVENUE,EMILE ZOLA,PBBXDW,U12125354,9220,ASS,ASSOCIATION AMBROISE PARE,20 AVENUE EMILE ZOLA
59,350,LILLE,AP,A,2.0,,RUE,REAUMUR,PBCQLK,493207849,6540,SCI,BLOG,2 RUE REAUMUR
59,350,LILLE,AP,A,56.0,,AVENUE,EMILE ZOLA,PBCB6P,311428601,5599,SA,IMMOBILIERE FAMILIALE S I F,56 AVENUE EMILE ZOLA
59,350,LILLE,AP,A,18.0,,RUE,REAUMUR,P9MBBC,444608442,5699,SA,ENEDIS,18 RUE REAUMUR
59,350,LILLE,AP,A,18.0,,RUE,REAUMUR,P998MW,444608442,5699,SA,ENEDIS,18 RUE REAUMUR
59,350,LILLE,AP,B,18.0,,RUE,REAUMUR,PBHNT6,501242788,6540,SCI,T H D,18 RUE REAUMUR
59,350,LILLE,AP,B,18.0,,RUE,REAUMUR,PBCQ4C,497605329,6540,SCI,TRIANON,18 RUE REAUMUR
59,350,LILLE,AP,A,49.0,,AVENUE,EMILE ZOLA,PBJXTP,828379719,6540,SCI,SCI GAFLO,49 AVENUE EMILE ZOLA
59,350,LILLE,AP,A,49.0,,AVENUE,EMILE ZOLA,PBB9H3,392227229,6540,SCI,SCI ANNEJEAN,49 AVENUE EMILE ZOLA
59,350,LILLE,AP,B,49.0,,AVENUE,EMILE ZOLA,PBCQRK,392227229,6540,SCI,SCI ANNEJEAN,49 AVENUE EMILE ZOLA
59,350,LILLE,AP,C,49.0,,AVENUE,EMILE ZOLA,PBCPFD,490073640,6599,SC,DOCDERMATO,49 AVENUE EMILE ZOLA
59,350,LILLE,AP,A,39.0,,AVENUE,EMILE ZOLA,PBB7ZT,402813190,6540,SCI,BAIGNERIE,39 AVENUE EMILE ZOLA
59,350,LILLE,AP,J,9005.0,,SQUARE,DE L ERMITAGE,PBH6CD,442765947,6540,SCI,DU SQUARE,9005 SQUARE DE L ERMITAGE
59,350,LILLE,AP,N,9005.0,,SQUARE,DE L ERMITAGE,PBCQSR,494986359,6540,SCI,SCI MARTINS,9005 SQUARE DE L ERMITAGE
59,350,LILLE,AP,O,9005.0,,SQUARE,DE L ERMITAGE,PBJSNF,820474039,6540,SCI,SCI ERMITAGE,9005 SQUARE DE L ERMITAGE
59,350,LILLE,AP,A,25.0,,SQUARE,DE L ERMITAGE,PBH6CD,442765947,6540,SCI,DU SQUARE,25 SQUARE DE L ERMITAGE
59,350,LILLE,AP,A,41.0,,RUE,DU BUISSON,PBCBWB,379917735,5710,SAS,MSI LILLE,41 RUE DU BUISSON
59,350,LILLE,AP,A,51.0,,RUE,DU BUISSON,PBB57X,390587947,6540,SCI,JOUFFRAULT,51 RUE DU BUISSON
59,350,LILLE,AP,A,45.0,,RUE,DU BUISSON,PBHPQ6,U12989199,9900,,SUCCESSION STAMENS LOUIS,45 RUE DU BUISSON
59,350,LILLE,AP,A,35.0,,AVENUE,EMILE ZOLA,PBB7SH,U21061743,6599,SC,SCI JANCO,35 AVENUE EMILE ZOLA
59,350,LILLE,AP,A,31.0,,AVENUE,EMILE ZOLA,PBJCCR,798375457,6540,SCI,SCI LIONS,31 AVENUE EMILE ZOLA
59,350,LILLE,AP,A,13.0,,AVENUE,EMILE ZOLA,PBHKTN,520382524,6540,SCI,ZOLA LILLE,13 AVENUE EMILE ZOLA
59,350,LILLE,AP,A,47.0,,RUE,DU BUISSON,PBH2XZ,752370494,6540,SCI,SCI DE LEPI-PLAGE,47 RUE DU BUISSON
59,350,LILLE,AP,A,9754.0,,RUE,REAUMUR,P9MBBC,444608442,5699,SA,ENEDIS,9754 RUE REAUMUR
59,350,LILLE,AP,A,9754.0,,RUE,REAUMUR,P998MW,444608442,5699,SA,ENEDIS,9754 RUE REAUMUR
59,350,LILLE,AP,A,63.0,,RUE,DU BUISSON,PBB2PK,341224970,6540,SCI,ST MAURICE DES CHAMPS,63 RUE DU BUISSON
59,350,LILLE,AP,B,63.0,,RUE,DU BUISSON,PBB2PK,341224970,6540,SCI,ST MAURICE DES CHAMPS,63 RUE DU BUISSON
59,350,LILLE,AP,PK,57.0,,,CARRIERE DE FUNQUEE,PBHZJR,538868696,6540,SCI,SCI HACEC,57  CARRIERE DE FUNQUEE
59,350,LILLE,AP,A,51.0,,AVENUE,EMILE ZOLA,PBH4FJ,788999720,6540,SCI,SCI 33BIS,51 AVENUE EMILE ZOLA
59,350,LILLE,AP,F,51.0,,AVENUE,EMILE ZOLA,PBKDWR,451355291,6540,SCI,SCI MYRTILLE,51 AVENUE EMILE ZOLA
59,350,LILLE,AP,G,51.0,,AVENUE,EMILE ZOLA,PBJNQK,813822392,6540,SCI,SCI VOG 2015,51 AVENUE EMILE ZOLA
59,350,LILLE,AP,G,51.0,,AVENUE,EMILE ZOLA,PBCMF3,480090752,6540,SCI,BMTPS,51 AVENUE EMILE ZOLA
59,350,LILLE,AR,A,660.0,,AVENUE,DE LA REPUBLIQUE,P9MBBC,444608442,5699,SA,ENEDIS,660 AVENUE DE LA REPUBLIQUE
59,350,LILLE,AR,A,660.0,,AVENUE,DE LA REPUBLIQUE,P998MW,444608442,5699,SA,ENEDIS,660 AVENUE DE LA REPUBLIQUE
59,350,LILLE,AR,A,634.0,,AVENUE,DE LA REPUBLIQUE,PBBZZB,175901552,7179,ETAT,SECRETARIAT GEN ADMINISTRATION POLICE,634 AVENUE DE LA REPUBLIQUE
59,350,LILLE,AR,A,139.0,,RUE,DU BUISSON,PBJQHG,388965972,5599,SA,PROCIVIS SERVICES,139 RUE DU BUISSON
59,350,LILLE,AR,A,139.0,,RUE,DU BUISSON,PBCL9M,481018323,6540,SCI,DU PINGOUIN,139 RUE DU BUISSON
59,350,LILLE,AR,PK,4.0,,AVENUE,DE MORMAL,PBJ86J,840793400,6540,SCI,MRV,4 AVENUE DE MORMAL
59,350,LILLE,AR,PK,4.0,,AVENUE,DE MORMAL,PBHM7M,525254496,6540,SCI,SCI SOL,4 AVENUE DE MORMAL
59,350,LILLE,AR,U,4.0,,AVENUE,DE MORMAL,PBHM7M,525254496,6540,SCI,SCI SOL,4 AVENUE DE MORMAL
59,350,LILLE,AR,A,564.0,,AVENUE,DE LA REPUBLIQUE,PBJG5W,802991950,6540,SCI,SCI LOUCHET,564 AVENUE DE LA REPUBLIQUE
59,350,LILLE,AR,D,564.0,,AVENUE,DE LA REPUBLIQUE,PBJ6HT,380387688,6540,SCI,SCI VE,564 AVENUE DE LA REPUBLIQUE
59,350,LILLE,AR,F,564.0,,AVENUE,DE LA REPUBLIQUE,PBB32R,349735340,6599,SC,MJM IMMOBILIER,564 AVENUE DE LA REPUBLIQUE
59,350,LILLE,AR,G,564.0,,AVENUE,DE LA REPUBLIQUE,PBKF8Z,849912340,6540,SCI,SCI ASHTONIMMO,564 AVENUE DE LA REPUBLIQUE
59,350,LILLE,AR,G,564.0,,AVENUE,DE LA REPUBLIQUE,PBBVCQ,U23768326,9900,,ASS DES ING DE L INSTITUT INDUSTRIEL DU NORD DE LA FRANCE,564 AVENUE DE LA REPUBLIQUE
59,350,LILLE,AR,A,169.0,,RUE,DU BUISSON,PBHFRS,513679712,6540,SCI,SCI VAUBAN DU BUISSON,169 RUE DU BUISSON
59,350,LILLE,AR,A,1.0,,RESIDENCE,DAMPIERRE,PBB2VZ,428748909,5710,SAS,SOCIETE D ETUDES ET DE REALISATION DE GESTION IMMOBILIERE DE,1 RESIDENCE DAMPIERRE
59,350,LILLE,AR,A,9001.0,,RUE,DES MARAICHERS,PBB2VZ,428748909,5710,SAS,SOCIETE D ETUDES ET DE REALISATION DE GESTION IMMOBILIERE DE,9001 RUE DES MARAICHERS
59,350,LILLE,AR,A,9001.0,,RUE,DES MARAICHERS,PBCGHM,U21515763,9900,,SYNDICAT DES COPROPRIETAIRES DU PARC ST MAUR,9001 RUE DES MARAICHERS
59,350,LILLE,AR,A,9017.0,,RESIDENCE,BRETEUIL,PBB99C,419426267,6540,SCI,BRETEUIL 17,9017 RESIDENCE BRETEUIL
59,350,LILLE,AR,A,9.0,,RESIDENCE,DAMPIERRE,PBCHZL,444988042,6540,SCI,KAPMAN,9 RESIDENCE DAMPIERRE
59,350,LILLE,AR,A,9.0,,RESIDENCE,DAMPIERRE,PBB7NF,U21044745,6599,SC,SCI IMMONEUF,9 RESIDENCE DAMPIERRE
59,350,LILLE,AR,A,9001.0,,AVENUE,DE MORMAL,PBB2VZ,428748909,5710,SAS,SOCIETE D ETUDES ET DE REALISATION DE GESTION IMMOBILIERE DE,9001 AVENUE DE MORMAL
59,350,LILLE,AR,B,9001.0,,RESIDENCE,BRETEUIL,PBC9N4,397610890,6540,SCI,IMMOBILIA,9001 RESIDENCE BRETEUIL
59,350,LILLE,AR,B,2.0,,RESIDENCE,BRETEUIL,PBC9N4,397610890,6540,SCI,IMMOBILIA,2 RESIDENCE BRETEUIL
59,350,LILLE,AR,B,9004.0,,RESIDENCE,BRETEUIL,PBC9N4,397610890,6540,SCI,IMMOBILIA,9004 RESIDENCE BRETEUIL
59,350,LILLE,AR,B,9007.0,,RESIDENCE,BRETEUIL,PBC9N4,397610890,6540,SCI,IMMOBILIA,9007 RESIDENCE BRETEUIL
59,350,LILLE,AR,B,9008.0,,RESIDENCE,BRETEUIL,PBC9N4,397610890,6540,SCI,IMMOBILIA,9008 RESIDENCE BRETEUIL
59,350,LILLE,AR,B,9009.0,,RESIDENCE,BRETEUIL,PBC9N4,397610890,6540,SCI,IMMOBILIA,9009 RESIDENCE BRETEUIL
59,350,LILLE,AR,B,9010.0,,RESIDENCE,BRETEUIL,PBC9N4,397610890,6540,SCI,IMMOBILIA,9010 RESIDENCE BRETEUIL
59,350,LILLE,AR,B,9014.0,,RESIDENCE,BRETEUIL,PBCDCR,432588390,6540,SCI,NEURO BUISSON,9014 RESIDENCE BRETEUIL
59,350,LILLE,AR,B,9015.0,,RESIDENCE,BRETEUIL,PBJ9P7,838660025,6540,SCI,MAM SCOTTE,9015 RESIDENCE BRETEUIL
59,350,LILLE,AR,B,9018.0,,RESIDENCE,BRETEUIL,PBJXPR,823864475,6540,SCI,SCI MORMAL,9018 RESIDENCE BRETEUIL
59,350,LILLE,AR,C,1.0,,RESIDENCE,CITEAUX,PBCH2D,592014476,5599,SA,GECINA,1 RESIDENCE CITEAUX
59,350,LILLE,AR,C,1.0,,RESIDENCE,CITEAUX,PBB5PP,592014476,5599,SA,GECINA,1 RESIDENCE CITEAUX
59,350,LILLE,AR,C,1.0,,RESIDENCE,CITEAUX,PBB2VZ,428748909,5710,SAS,SOCIETE D ETUDES ET DE REALISATION DE GESTION IMMOBILIERE DE,1 RESIDENCE CITEAUX
59,350,LILLE,AR,C,9001.0,,RESIDENCE,CITEAUX,PBB2VZ,428748909,5710,SAS,SOCIETE D ETUDES ET DE REALISATION DE GESTION IMMOBILIERE DE,9001 RESIDENCE CITEAUX
59,350,LILLE,AR,C,3.0,,RESIDENCE,CITEAUX,PBBSRP,451610141,6539,STE,SOCIETE CIVILE FONCIERE LE PARVIS,3 RESIDENCE CITEAUX
59,350,LILLE,AR,C,3.0,,RESIDENCE,CITEAUX,PBKKS4,878133396,6540,SCI,ALLIANCE FRANCE MEXIQUE,3 RESIDENCE CITEAUX
59,350,LILLE,AR,C,3.0,,RESIDENCE,CITEAUX,PBCH2L,448175083,6540,SCI,ONYX,3 RESIDENCE CITEAUX
59,350,LILLE,AR,C,3.0,,RESIDENCE,CITEAUX,PBCMQ7,323648436,8210,MUT,MUTUELLE DES MEDECINS DU DPT DU NORD,3 RESIDENCE CITEAUX
59,350,LILLE,AR,C,3.0,,RESIDENCE,CITEAUX,PBCDHQ,U21548559,6540,SCI,SCI LILLOU,3 RESIDENCE CITEAUX
59,350,LILLE,AR,C,3.0,,RESIDENCE,CITEAUX,PBCH2D,592014476,5599,SA,GECINA,3 RESIDENCE CITEAUX
